CreditScore,Age,Tenure,EstimatedSalary,Balance,NumOfProducts,Exited,Geography_Germany,Geography_Spain,Gender_Male,HasCrCard_Yes,IsActiveMember_Yes,Balance_v_Sal
626,26.0,8,104502.02,148610.41,3,1,0,1,0,1,1,1.4220816975595305
498,73.0,2,165407.96,170241.7,2,0,0,0,1,1,1,1.0292231401681033
691,33.0,1,113580.79,128306.83,1,0,0,0,0,1,1,1.1296525583243435
568,47.0,7,45978.39,0.0,2,0,0,0,0,1,1,0.0
715,35.0,3,152012.36,0.0,1,0,0,0,0,1,1,0.0
680,32.0,7,77349.92,175454.0,1,0,1,0,1,1,1,2.2683152096343475
802,41.0,6,47322.05,0.0,2,0,0,1,1,0,0,0.0
539,22.0,0,38772.65,100885.93,2,0,0,0,0,1,1,2.6019869676176373
494,69.0,9,24489.44,93320.8,1,0,0,0,1,1,1,3.8106547148485226
594,38.0,6,14466.08,63176.44,2,0,1,0,1,1,1,4.367212126574718
596,33.0,2,63142.12,139451.67,1,0,0,0,1,0,0,2.2085363937732847
649,52.0,8,41858.43,49113.75,1,0,0,0,0,0,0,1.1733299600582248
699,32.0,1,127443.82,123906.22,3,1,1,0,1,1,1,0.9722418866603338
787,40.0,6,84151.98,0.0,2,0,0,0,0,1,1,0.0
604,28.0,7,58595.64,0.0,2,0,0,0,1,0,0,0.0
489,52.0,1,37240.11,131441.51,1,1,1,0,0,0,0,3.529568253154999
651,56.0,2,114522.68,0.0,1,1,0,0,1,0,0,0.0
698,57.0,6,72549.27,136325.48,2,1,0,0,1,1,1,1.8790744551943803
578,38.0,4,176712.59,113150.44,2,1,1,0,0,0,0,0.6403077449094035
538,42.0,9,152855.96,0.0,1,0,0,1,0,0,0,0.0
696,33.0,4,73371.65,0.0,2,0,0,0,0,1,1,0.0
507,46.0,8,70323.68,102785.16,1,0,1,0,0,1,1,1.4616009856139498
685,34.0,6,9663.28,83264.28,1,0,0,1,1,0,0,8.616564975867407
705,41.0,4,142514.66,72252.64,2,0,1,0,1,1,1,0.5069839130935723
499,29.0,6,118623.94,148051.52,1,0,1,0,0,0,0,1.2480745454922504
717,76.0,9,68400.14,138489.66,1,0,0,0,0,1,1,2.0246984874592364
510,63.0,8,115291.86,0.0,2,0,0,0,1,1,1,0.0
632,32.0,6,170382.99,111589.33,1,0,0,0,1,1,1,0.6549323380227099
668,39.0,0,112946.67,122104.79,1,1,1,0,0,0,0,1.0810835768774767
744,32.0,4,79812.77,96106.83,1,0,1,0,1,1,1,1.20415354585488
663,42.0,7,19862.78,115930.87,1,0,1,0,1,0,0,5.836588332549623
638,37.0,7,158610.89,124513.66,2,0,1,0,0,0,0,0.7850259209818443
688,54.0,9,191212.63,0.0,1,1,0,0,0,0,0,0.0
588,46.0,8,61931.21,0.0,1,0,0,1,1,0,0,0.0
631,33.0,7,58043.02,0.0,1,1,0,0,1,1,1,0.0
687,35.0,8,22247.27,100988.39,2,0,0,1,1,0,0,4.539361009238437
599,44.0,10,31448.52,118577.24,1,0,0,0,1,1,1,3.7705189306205824
718,28.0,6,146875.86,0.0,2,0,0,1,1,0,0,0.0
730,27.0,5,116081.93,0.0,2,0,0,0,1,1,1,0.0
533,39.0,2,73669.94,0.0,1,1,0,0,0,1,1,0.0
711,28.0,5,93959.96,0.0,2,0,0,1,0,1,1,0.0
555,26.0,9,158918.03,0.0,2,0,0,1,0,1,1,0.0
850,42.0,9,198193.75,113311.11,1,0,0,0,0,1,1,0.5717188861909117
678,41.0,9,13160.03,0.0,1,0,0,0,0,0,0,0.0
576,32.0,7,4660.91,0.0,2,0,0,0,1,0,0,0.0
835,20.0,4,180197.74,124365.42,1,1,1,0,1,0,0,0.6901608199969655
592,42.0,1,63023.02,147249.29,2,0,0,0,1,1,1,2.3364365909472444
774,36.0,7,118971.74,103688.19,1,0,0,0,1,1,1,0.8715362992925882
620,29.0,1,154700.61,138740.24,2,0,0,0,0,0,0,0.8968305942685035
519,39.0,4,97577.17,111900.14,1,0,0,1,1,1,1,1.146786077112095
734,37.0,0,48990.5,152760.24,1,0,0,1,0,1,1,3.1181604596809582
763,31.0,7,140262.96,143966.3,2,1,1,0,1,1,1,1.0264028365008124
733,51.0,10,130189.53,141556.96,1,0,0,0,1,0,0,1.087314471447896
650,43.0,6,16301.91,0.0,2,0,0,0,0,1,1,0.0
538,33.0,5,126962.41,0.0,2,0,0,0,0,0,0,0.0
577,46.0,1,158750.53,0.0,1,0,0,0,0,1,1,0.0
792,30.0,8,199644.2,0.0,2,0,0,0,1,0,0,0.0
686,41.0,10,144272.71,0.0,1,1,0,0,0,1,1,0.0
589,29.0,2,98320.27,0.0,2,0,0,0,1,1,1,0.0
530,25.0,9,64129.03,162560.32,1,0,0,0,1,0,0,2.5348944152125803
778,29.0,7,181221.09,123229.46,1,0,1,0,0,0,0,0.6799951374313001
616,31.0,7,163809.08,76665.71,2,0,0,1,1,1,1,0.4680186837017827
550,38.0,9,171457.06,140278.99,3,1,0,0,1,1,1,0.8181581440857553
655,51.0,3,15801.02,0.0,2,0,0,0,0,1,1,0.0
721,46.0,1,102950.79,115764.32,2,0,0,0,1,0,0,1.1244626680378074
499,36.0,5,174918.46,131142.53,2,0,1,0,1,0,0,0.749735219484553
511,45.0,5,193160.25,68375.27,1,1,0,0,1,0,0,0.35398209517744983
579,39.0,5,5831.0,117833.3,3,1,1,0,0,0,0,20.208077516720973
696,36.0,7,82298.59,0.0,2,0,0,1,0,1,1,0.0
681,34.0,7,130686.59,0.0,2,0,0,0,1,0,0,0.0
815,45.0,7,52885.23,0.0,1,1,0,0,1,1,1,0.0
681,30.0,2,68985.99,111093.01,1,0,0,1,1,0,0,1.610370598436001
641,42.0,9,35367.19,132657.55,1,0,0,1,1,0,0,3.7508648552514345
591,56.0,9,196241.94,128882.49,1,1,0,0,0,1,1,0.6567530365833114
565,59.0,9,170705.53,69129.59,1,0,1,0,1,1,1,0.4049639750979362
487,37.0,6,126477.41,0.0,2,0,0,0,1,1,1,0.0
729,39.0,4,159618.17,121404.64,1,0,0,0,1,1,1,0.760594110307116
505,45.0,9,195395.33,131355.3,3,1,0,1,0,0,0,0.6722540400530554
580,35.0,1,168285.85,102097.33,1,0,0,0,0,1,1,0.606689926693183
642,40.0,1,138052.51,154863.15,1,0,0,0,1,1,1,1.1217698975556474
850,41.0,3,71179.31,99945.93,2,0,0,1,0,0,0,1.4041430016671979
616,39.0,2,55556.3,121704.32,2,0,1,0,1,0,0,2.190648405311369
526,43.0,3,31705.19,0.0,2,0,0,1,0,0,0,0.0
523,35.0,8,186118.93,138782.76,1,0,1,0,1,1,1,0.7456670850192402
663,35.0,9,195580.28,0.0,2,0,0,0,1,1,1,0.0
840,30.0,8,54113.38,136291.71,1,0,0,0,1,0,0,2.518632360425462
570,42.0,0,127528.84,107856.57,2,0,1,0,1,0,0,0.8457425786982773
676,26.0,1,60231.74,108348.66,1,1,1,0,0,0,0,1.7988631907363128
689,47.0,1,156878.42,93871.95,3,1,0,0,1,0,0,0.5983738872433825
703,45.0,1,182784.11,0.0,1,1,0,1,0,0,0,0.0
491,19.0,2,129690.5,125860.2,1,0,1,0,1,0,0,0.9704658398263558
584,49.0,8,113860.81,172713.44,1,0,0,0,1,0,0,1.5168822354241114
810,51.0,5,184524.74,0.0,2,0,0,0,0,1,1,0.0
745,59.0,8,36124.98,0.0,1,0,0,1,0,1,1,0.0
625,39.0,3,121316.07,130786.92,1,0,0,0,0,1,1,1.0780675635140504
535,29.0,2,185630.76,112367.34,1,0,0,0,0,0,0,0.605327155908859
729,45.0,7,71133.12,91091.06,2,0,0,1,0,0,0,1.280571694310611
655,26.0,7,32020.42,106198.5,1,0,0,0,0,1,1,3.3165867280941352
751,47.0,5,162760.96,142669.93,2,0,0,0,1,0,0,0.8765611237485943
525,33.0,1,175178.56,112833.35,1,0,0,0,1,1,1,0.6441047922759497
532,40.0,5,177099.71,0.0,2,0,0,0,0,1,1,0.0
696,43.0,4,66406.37,0.0,2,0,0,1,0,1,1,0.0
786,32.0,2,59559.81,104336.43,2,0,1,0,0,0,0,1.751792525866016
580,55.0,6,175750.21,104305.74,1,0,0,0,1,1,1,0.5934885653906189
596,47.0,5,174311.3,140187.1,2,0,1,0,1,1,1,0.8042341489048617
683,39.0,4,171716.81,0.0,2,0,0,0,1,0,0,0.0
747,45.0,1,189362.39,114959.12,1,1,0,0,0,0,0,0.6070852823520023
602,33.0,5,180716.1,164704.38,1,1,0,0,1,1,1,0.9113984863551172
779,62.0,10,116977.89,119096.55,1,0,0,0,1,1,1,1.0181116277614513
551,31.0,1,185105.44,0.0,2,0,0,0,1,1,1,0.0
666,47.0,2,35046.97,0.0,1,1,0,0,1,0,0,0.0
526,30.0,8,36251.0,0.0,1,0,0,1,1,0,0,0.0
849,41.0,9,103174.5,115465.28,1,0,0,0,0,0,0,1.1191261406646023
471,27.0,4,122642.09,0.0,2,0,0,0,0,0,0,0.0
628,43.0,3,122937.57,184926.61,1,0,0,1,1,0,0,1.504231863375858
674,43.0,8,8757.39,85957.88,2,0,1,0,1,0,0,9.815467850581053
797,32.0,10,125782.29,114084.6,1,0,0,0,1,1,1,0.9070005006269166
590,29.0,2,122487.73,166930.76,2,0,0,1,0,0,0,1.3628365877953654
588,27.0,8,20066.38,0.0,1,0,0,0,0,0,0,0.0
577,29.0,7,55473.15,0.0,2,0,0,0,1,1,1,0.0
571,38.0,6,38962.94,107193.82,2,0,0,0,0,0,0,2.7511738077260084
680,36.0,3,63795.8,116275.12,1,0,0,0,1,1,1,1.8226140278827132
648,27.0,7,163060.43,0.0,2,0,0,1,0,1,1,0.0
618,39.0,2,26578.69,91068.56,1,0,0,0,1,0,0,3.4263750395523633
648,41.0,5,5066.76,123049.21,1,0,1,0,1,1,1,24.285580923509304
759,39.0,6,140497.67,0.0,2,0,0,0,0,1,1,0.0
585,40.0,7,146156.98,0.0,2,0,0,0,1,0,0,0.0
774,42.0,3,199316.19,137781.65,1,0,0,0,0,0,0,0.6912717426517133
697,48.0,2,103944.37,108128.96,2,0,1,0,0,1,1,1.0402579764541362
605,39.0,10,138021.36,105317.73,2,0,0,1,1,0,0,0.7630538490564069
676,20.0,1,68621.98,80569.73,1,0,0,0,1,0,0,1.1741096657368382
678,22.0,4,28149.06,174852.89,1,0,0,0,0,1,1,6.211677761175684
495,45.0,3,135169.76,89158.94,3,1,0,1,0,0,0,0.6596071488179013
787,85.0,10,116537.96,0.0,2,0,0,0,0,1,1,0.0
770,36.0,2,105922.69,89800.14,1,0,0,0,1,1,1,0.8477894585192275
817,45.0,9,88211.12,101207.75,1,1,1,0,1,0,0,1.1473355059996972
659,43.0,1,26900.63,106086.42,2,0,0,0,1,0,0,3.9436407251428682
693,21.0,1,3494.02,0.0,2,0,0,0,1,1,1,0.0
744,47.0,9,113163.17,0.0,2,0,0,0,1,0,0,0.0
829,26.0,8,19324.5,101440.36,2,0,0,1,0,1,1,5.249313565680872
716,38.0,4,189678.7,0.0,2,0,0,0,1,0,0,0.0
671,34.0,7,26387.71,106603.74,2,0,0,0,1,1,1,4.0399011509524705
835,29.0,10,106276.55,130420.2,2,0,1,0,0,0,0,1.2271775852716333
636,38.0,1,45015.38,0.0,1,0,0,0,0,0,0,0.0
649,29.0,2,173495.77,45022.23,1,0,0,1,1,1,1,0.25950044776307807
621,27.0,1,52581.96,74298.43,1,0,1,0,1,1,1,1.4130022920408443
658,31.0,3,146339.27,133003.03,1,1,1,0,0,1,1,0.9088676607447885
784,48.0,7,182609.97,0.0,2,0,0,1,1,1,1,0.0
783,37.0,1,197890.65,136689.66,1,0,0,1,0,0,0,0.6907332913404449
615,32.0,4,6225.63,0.0,2,0,0,0,1,1,1,0.0
791,44.0,5,123977.86,0.0,2,1,0,0,0,1,1,0.0
762,53.0,1,170195.4,102520.37,1,0,0,0,1,1,1,0.6023686304095175
607,35.0,2,114190.3,0.0,2,0,0,0,1,1,1,0.0
601,34.0,5,27022.57,0.0,2,0,0,0,0,0,0,0.0
540,67.0,1,59457.0,88382.01,1,0,0,1,1,1,1,1.4864862001110044
812,44.0,4,165038.41,115049.15,2,0,0,0,1,0,0,0.6971052980939406
685,58.0,1,154181.41,104796.54,1,0,0,0,1,1,1,0.6796963395262762
680,33.0,1,134960.98,123082.08,1,0,0,0,1,0,0,0.9119827078908288
680,58.0,8,65708.5,0.0,2,0,0,1,0,1,1,0.0
631,33.0,8,117374.22,0.0,2,0,0,0,0,0,0,0.0
569,43.0,7,77703.19,0.0,2,0,0,0,0,1,1,0.0
584,33.0,3,177651.38,88311.48,2,0,1,0,1,1,1,0.497105510804363
582,40.0,9,60954.45,0.0,3,0,0,0,0,1,1,0.0
609,32.0,7,151924.9,71872.19,1,0,0,0,1,1,1,0.47307709269514087
506,35.0,6,26318.73,110046.93,2,0,0,1,1,0,0,4.18131611973678
503,42.0,8,147557.71,104430.08,1,0,0,0,1,1,1,0.7077236424989247
503,28.0,5,125918.17,0.0,2,0,0,0,0,0,0,0.0
806,31.0,10,190803.37,138653.51,1,0,1,0,1,0,0,0.7266827100590519
653,31.0,7,11043.54,102575.04,1,0,0,0,0,1,1,9.28823909724599
666,43.0,7,119100.05,137780.74,2,1,0,0,1,1,1,1.156848716688196
674,32.0,2,140579.17,0.0,2,0,0,1,1,0,0,0.0
798,32.0,7,37731.95,0.0,2,0,0,0,1,1,1,0.0
740,30.0,8,1852.58,105209.54,1,0,0,0,0,0,0,56.79082144900625
531,32.0,0,172049.84,109570.21,2,0,1,0,0,1,1,0.6368515658020956
614,44.0,6,133591.11,118715.86,1,1,1,0,0,0,0,0.8886508990006896
556,35.0,10,192751.18,0.0,2,0,0,0,1,1,1,0.0
678,43.0,2,193828.27,153393.18,2,0,1,0,0,1,1,0.7913870355444023
587,33.0,6,55775.72,132603.36,1,0,1,0,1,0,0,2.3774387851918357
527,36.0,6,102280.29,0.0,2,0,0,1,0,1,1,0.0
757,34.0,1,44965.44,129398.01,2,0,1,0,0,0,0,2.877721423386494
468,28.0,3,170661.02,0.0,2,0,0,1,1,0,0,0.0
693,29.0,2,197145.89,151352.74,1,0,0,0,1,0,0,0.7677194792140987
483,44.0,5,192359.9,136836.49,1,1,0,0,0,0,0,0.7113566289023856
466,40.0,4,141210.18,91592.06,1,1,0,0,1,0,0,0.6486222168968272
770,30.0,8,100557.03,0.0,2,0,0,0,0,0,0,0.0
734,54.0,3,130805.54,0.0,1,1,0,0,0,0,0,0.0
716,22.0,8,92606.98,0.0,2,0,0,0,0,1,1,0.0
439,36.0,2,123956.83,165536.28,2,0,0,0,1,1,1,1.3354349252074291
538,25.0,5,102758.43,62482.95,1,0,1,0,1,1,1,0.6080566820649167
743,40.0,8,94876.65,68155.59,1,0,0,0,1,0,0,0.7183599969012396
734,43.0,3,94811.85,55853.33,2,1,0,1,0,1,1,0.589096510615498
656,37.0,2,67840.81,0.0,2,0,0,0,1,1,1,0.0
666,31.0,2,4050.57,79589.43,1,0,0,0,0,0,0,19.64894570393796
627,41.0,5,134665.25,100880.76,1,0,0,1,1,1,1,0.7491224350751214
480,25.0,3,181647.13,174330.35,2,0,1,0,0,0,0,0.9597198150061605
792,19.0,7,33282.84,143390.51,1,0,0,0,1,0,0,4.308241424109242
613,59.0,8,27965.0,91415.76,1,1,1,0,1,0,0,3.268934739853388
476,30.0,3,68343.53,134366.42,1,0,1,0,1,0,0,1.9660444814600595
539,24.0,3,198161.07,0.0,2,0,0,0,0,1,1,0.0
696,60.0,8,196858.4,88786.81,1,0,0,1,1,1,1,0.4510186509694278
810,35.0,3,120511.03,96814.46,2,0,1,0,1,1,1,0.803365965754338
763,32.0,9,30886.35,160680.41,1,0,1,0,1,0,0,5.202311377032249
640,29.0,3,2743.69,0.0,2,0,0,0,0,0,0,0.0
655,47.0,10,167778.62,0.0,2,0,0,0,0,0,0,0.0
526,31.0,5,132404.64,145537.21,1,0,1,0,1,0,0,1.0991851191921973
678,28.0,4,144423.17,0.0,2,1,0,0,0,1,1,0.0
554,45.0,6,181204.5,0.0,2,0,0,0,0,1,1,0.0
597,30.0,2,182726.22,119370.11,1,1,0,1,0,1,1,0.6532730223391038
560,28.0,1,120880.72,0.0,2,0,0,1,0,1,1,0.0
850,47.0,10,26812.89,134381.52,1,1,1,0,0,0,0,5.011825282541345
546,74.0,8,66732.63,114888.74,2,1,1,0,0,1,1,1.721627635536019
623,42.0,1,100834.22,149332.48,2,0,1,0,1,0,0,1.4809702499806119
698,40.0,7,107815.31,105061.74,3,1,0,0,0,0,0,0.9744603062403662
620,32.0,7,34665.79,0.0,2,0,0,0,1,1,1,0.0
619,40.0,10,147093.84,0.0,1,1,0,0,0,1,1,0.0
561,21.0,4,36942.35,0.0,1,0,0,0,1,1,1,0.0
753,39.0,7,16460.77,155062.8,1,0,0,0,0,1,1,9.420142557122174
721,43.0,3,45610.63,88798.34,1,0,0,1,1,0,0,1.9468781729171467
451,33.0,6,184954.11,0.0,2,0,0,0,1,0,0,0.0
680,51.0,5,47795.43,143139.87,1,1,1,0,0,0,0,2.994844276952838
590,23.0,7,196789.9,0.0,2,0,0,1,0,0,0,0.0
634,27.0,3,173425.68,107027.52,1,0,1,0,1,0,0,0.6171376695769624
676,29.0,4,36221.18,140720.93,1,0,0,0,1,0,0,3.8850454347428767
642,30.0,8,174738.2,80964.57,2,0,0,0,1,0,0,0.46334785410402535
760,39.0,6,67131.3,178585.46,1,1,0,0,1,0,0,2.660241347925632
736,26.0,4,165692.03,135889.13,1,0,0,1,0,1,1,0.820130757043655
656,43.0,7,194691.95,134919.85,1,0,0,0,1,0,0,0.6929914154129125
776,33.0,8,129525.5,115130.34,1,1,1,0,1,0,0,0.8888623475686255
832,34.0,6,146511.2,138190.13,2,0,0,1,0,1,1,0.9432052293613048
631,37.0,9,51752.18,131519.49,2,0,1,0,1,1,1,2.5413323651293527
795,56.0,5,35418.69,0.0,1,1,0,1,0,0,0,0.0
648,39.0,3,57995.74,126935.98,2,0,1,0,0,1,1,2.188712136443125
615,39.0,4,108152.75,133707.09,1,0,0,0,1,1,1,1.236280076096077
682,27.0,1,166144.98,97893.2,1,0,0,0,0,0,0,0.5892034775892717
694,34.0,5,101737.8,127900.03,1,0,0,0,1,0,0,1.2571534867079885
694,37.0,10,33326.71,143835.47,1,0,0,0,1,1,1,4.315921673636551
607,44.0,0,81140.09,0.0,2,0,0,0,1,1,1,0.0
664,48.0,10,140173.17,0.0,1,1,0,0,1,0,0,0.0
756,60.0,2,166513.49,0.0,1,1,0,0,1,1,1,0.0
645,40.0,3,103232.6,129596.77,1,0,0,0,0,1,1,1.2553860892779993
653,30.0,4,120736.04,0.0,2,0,0,1,1,0,0,0.0
710,24.0,2,15832.43,110407.44,2,1,1,0,0,0,0,6.973499330172311
697,76.0,7,188772.45,0.0,2,0,0,0,0,1,1,0.0
619,41.0,8,114323.66,142015.76,2,0,1,0,0,0,0,1.2422254500949323
648,55.0,1,181534.04,81370.07,1,0,0,1,1,1,1,0.4482358790670885
482,48.0,2,102640.52,69329.47,1,1,1,0,0,0,0,0.6754590682120473
548,28.0,8,158585.17,116755.5,2,1,0,0,0,1,1,0.7362321457926992
752,44.0,6,178722.24,83870.33,1,0,0,1,1,0,0,0.46927752248405125
648,39.0,6,153955.38,130694.89,2,1,0,0,0,1,1,0.848914081469579
643,34.0,8,65374.86,117451.47,1,0,0,1,0,0,0,1.7965846504298442
573,35.0,9,102986.15,206868.78,2,0,1,0,0,1,1,2.008704859828239
686,39.0,3,136643.84,111695.62,1,0,0,0,0,0,0,0.8174215537268273
644,40.0,9,77063.63,137285.26,4,1,0,0,0,0,0,1.7814533262967238
702,29.0,6,9633.01,149218.39,1,0,0,0,0,1,1,15.490318187150228
652,51.0,7,43496.36,0.0,2,0,0,0,1,1,1,0.0
641,32.0,7,24267.28,0.0,2,0,0,1,1,1,1,0.0
692,41.0,8,59354.24,130701.29,1,1,1,0,0,0,0,2.20205481529205
574,34.0,5,28269.86,0.0,2,0,0,1,1,0,0,0.0
643,31.0,3,143162.34,167949.48,1,0,0,0,0,0,0,1.1731400869809756
834,23.0,4,20199.3,131254.81,1,0,0,0,1,0,0,6.49798804909081
591,28.0,5,48606.92,0.0,2,0,0,0,1,1,1,0.0
470,34.0,9,89013.67,0.0,2,0,0,1,1,1,1,0.0
608,34.0,7,59890.29,86656.13,1,0,0,1,1,1,1,1.4469145165268027
649,37.0,8,106655.88,114737.26,1,1,1,0,0,1,1,1.075770599801905
665,38.0,5,156439.56,0.0,2,0,0,0,0,0,0,0.0
651,39.0,6,24176.44,0.0,1,0,0,0,0,0,0,0.0
555,62.0,4,43507.1,119817.33,1,1,1,0,1,1,1,2.7539718804516964
637,48.0,7,132005.85,130806.99,2,1,0,0,0,1,1,0.9909181297647036
675,49.0,0,80496.71,0.0,1,1,0,0,0,1,1,0.0
677,40.0,5,88947.56,0.0,2,0,0,1,1,0,0,0.0
850,35.0,2,12639.67,80931.75,1,1,1,0,0,0,0,6.402995489597434
815,56.0,3,94248.16,0.0,3,1,0,0,0,1,1,0.0
665,32.0,1,11865.76,132178.67,1,0,1,0,1,0,0,11.139503074392202
485,27.0,3,141449.86,0.0,2,0,0,0,0,0,0,0.0
577,43.0,6,149457.81,0.0,2,0,0,1,1,1,1,0.0
586,35.0,7,119814.25,164769.02,3,1,0,0,0,0,0,1.375203867653472
722,29.0,1,24924.92,107233.85,2,0,1,0,1,0,0,4.302274591051847
528,27.0,7,139481.53,176227.07,2,0,0,0,0,1,1,1.2634437692216312
542,39.0,4,41268.65,109949.39,2,0,0,0,0,1,1,2.6642352003276093
552,34.0,5,1351.41,0.0,2,0,0,0,0,1,1,0.0
678,60.0,10,147489.76,117738.81,1,1,0,0,0,0,0,0.7982846402353627
575,37.0,9,111175.09,133292.45,1,0,0,1,0,0,0,1.1989416873869858
669,43.0,1,95963.14,160474.59,1,0,0,0,0,1,1,1.6722523877397093
636,43.0,6,43128.95,0.0,2,0,0,0,1,0,0,0.0
667,55.0,9,137674.96,154393.43,1,1,1,0,1,1,1,1.1214343552378734
652,45.0,9,153383.54,110827.49,1,1,1,0,0,1,1,0.7225513898036257
637,36.0,10,96660.76,145750.45,2,0,1,0,0,1,1,1.5078554110271845
516,45.0,8,115818.16,109044.3,1,0,0,1,0,1,1,0.9415129717135896
801,32.0,4,37898.5,75170.54,1,0,0,0,0,1,1,1.9834700581817222
692,42.0,2,145222.93,0.0,2,0,0,0,0,0,0,0.0
585,28.0,6,41219.09,105795.9,1,0,0,0,0,1,1,2.56667238408223
590,32.0,5,59249.83,0.0,2,0,0,0,1,0,0,0.0
554,66.0,8,116747.62,0.0,2,0,0,1,1,1,1,0.0
659,49.0,1,116249.72,0.0,1,1,0,0,0,0,0,0.0
690,26.0,3,61257.83,118097.87,1,0,0,0,0,0,0,1.9278820356516055
697,29.0,0,141798.98,172693.54,1,0,1,0,1,0,0,1.217875756228994
610,36.0,4,102638.35,129440.3,2,0,0,0,1,0,0,1.2611299772453473
599,36.0,4,13210.56,0.0,2,0,0,1,1,0,0,0.0
544,23.0,1,35550.97,96471.2,1,0,0,0,1,0,0,2.713602469918542
548,46.0,1,104469.06,0.0,1,1,0,0,0,1,1,0.0
635,24.0,4,142935.83,140197.18,1,0,0,1,1,1,1,0.9808400035176624
722,20.0,6,195486.28,0.0,2,0,0,0,1,0,0,0.0
564,33.0,4,63170.0,135946.26,1,0,0,0,0,0,0,2.1520699699224317
719,69.0,3,58320.06,0.0,2,0,0,0,1,1,1,0.0
547,50.0,3,177747.03,81290.02,3,1,1,0,1,1,1,0.45733546152641763
850,42.0,8,19632.64,0.0,1,1,0,0,0,0,0,0.0
515,60.0,9,18424.24,113715.36,1,1,1,0,1,0,0,6.1720516015857365
667,56.0,2,18897.78,168883.08,1,0,0,1,1,1,1,8.936662401615427
607,36.0,8,97879.02,143421.74,1,0,1,0,1,0,0,1.4652960358614133
525,26.0,7,63197.88,153644.39,1,0,0,0,1,1,1,2.431163671945958
606,53.0,1,75860.01,109330.06,1,0,0,1,0,1,1,1.4412080884249818
686,27.0,1,78622.46,115095.88,2,0,1,0,0,0,0,1.463905860996972
611,35.0,10,23598.23,0.0,1,1,0,0,1,1,1,0.0
827,46.0,1,13460.27,183276.32,1,0,0,1,1,1,1,13.616095368072111
572,33.0,9,19998.31,68193.72,1,0,0,0,1,0,0,3.409974142815068
726,32.0,8,185075.63,0.0,2,0,0,0,0,0,0,0.0
579,31.0,6,135815.38,139729.54,1,0,1,0,1,1,1,1.028819710992967
598,56.0,4,44251.33,98365.33,1,0,0,1,0,1,1,2.2228784987931434
663,36.0,10,136349.55,0.0,2,0,0,0,1,0,0,0.0
505,37.0,10,52693.99,122453.97,2,0,1,0,0,1,1,2.3238697619975257
576,30.0,7,93767.03,132174.41,2,0,1,0,1,0,0,1.4096043140110122
555,24.0,2,197866.55,0.0,2,0,0,1,0,1,1,0.0
524,30.0,1,126812.85,0.0,2,0,0,0,1,0,0,0.0
776,39.0,2,79503.05,104349.45,1,0,0,1,1,0,0,1.312521343520783
645,41.0,2,129936.53,138881.04,1,1,1,0,0,0,0,1.0688375316779661
850,32.0,0,175094.62,116968.91,1,0,1,0,0,0,0,0.6680325757581815
603,35.0,1,130379.5,105346.03,2,0,1,0,1,1,1,0.8079953520300354
691,26.0,9,153228.0,136623.19,1,0,0,0,1,0,0,0.8916333176703997
583,29.0,10,111285.85,0.0,2,0,0,0,0,1,1,0.0
584,66.0,5,49553.38,0.0,1,1,0,0,0,0,0,0.0
679,33.0,6,98015.85,0.0,2,0,0,0,0,1,1,0.0
646,36.0,6,88481.32,124445.52,1,0,0,0,1,0,0,1.4064609343531493
559,34.0,5,66879.27,68999.66,2,0,0,0,0,1,1,1.0317047419925487
595,36.0,6,24802.77,85768.42,1,0,0,1,1,1,1,3.458017793980269
527,47.0,1,21312.16,0.0,1,1,0,0,1,0,0,0.0
684,34.0,9,190263.78,100628.0,2,0,0,1,1,1,1,0.5288867907491378
673,32.0,0,72873.33,0.0,1,0,0,1,0,1,1,0.0
802,38.0,7,57764.65,0.0,2,0,0,1,1,1,1,0.0
675,54.0,6,110273.84,0.0,1,1,0,0,1,0,0,0.0
762,19.0,6,55500.17,0.0,2,0,0,1,0,0,0,0.0
580,50.0,0,57541.08,125647.36,1,1,0,0,1,0,0,2.1836114303033587
621,31.0,8,90384.26,100375.39,1,0,1,0,0,1,1,1.1105405963383448
411,36.0,10,120694.35,0.0,1,0,0,0,0,0,0,0.0
815,24.0,7,178028.96,171922.72,1,0,0,0,1,1,1,0.9657008612531355
631,32.0,2,180990.29,146810.99,2,0,1,0,0,1,1,0.8111539574857854
514,45.0,3,155407.21,109032.23,1,1,1,0,0,1,1,0.7015905503998173
638,57.0,6,33676.48,0.0,1,1,0,0,1,0,0,0.0
791,25.0,7,89666.28,0.0,1,0,0,1,1,0,0,0.0
516,35.0,5,127558.26,128653.59,1,0,0,0,1,0,0,1.0085868998213052
734,37.0,3,77272.62,80387.81,1,0,0,0,1,1,1,1.0403142794951175
611,58.0,8,107665.68,0.0,2,1,0,0,1,1,1,0.0
850,43.0,0,184044.8,108508.82,3,1,1,0,1,0,0,0.5895782983273639
641,31.0,10,91510.71,155978.17,1,0,0,0,1,0,0,1.7044799455713981
585,38.0,5,87363.56,0.0,1,0,0,0,0,1,1,0.0
552,50.0,4,117505.07,121175.56,1,1,1,0,1,0,0,1.0312368649284664
507,29.0,4,180626.68,89349.47,2,0,0,0,0,0,0,0.4946637451344397
735,38.0,7,93478.96,86131.71,2,0,0,1,1,0,0,0.9214020994670886
707,58.0,3,114672.64,102346.86,1,0,0,0,0,1,1,0.8925133318636425
698,36.0,7,13387.88,121263.62,1,0,1,0,0,1,1,9.057716382280093
